Energy [eV],W Capture [b]
491.0927,1.088311
491.1266,1.254385
491.1605,1.449002
491.1944,1.675198
491.2282,1.935038
491.2621,2.232655
491.2959,2.568446
491.3298,2.945963
491.3636,3.363778
491.405,3.931612
491.4464,4.558774
491.5292,5.967204
491.6947,9.064005
491.77,10.35559
491.8452,11.39987
491.8866,11.82863
491.928,12.13413
491.9393,12.19459
491.9828,12.33136
492,12.34262
492.0216,12.3221
492.0657,12.16167
492.1435,11.51271
492.2135,10.58781
492.2835,9.428369
492.4236,6.802119
492.4936,5.523103
492.5636,4.360669
492.6084,3.697873
492.6531,3.106903
492.6978,2.588102
492.7425,2.140335
492.7873,1.759291
492.832,1.441401
492.8544,1.303538
492.8767,1.179377
492.8991,1.066927
492.9214,0.966314
492.9438,0.875761
492.9662,0.794884
492.9886,0.722849
493.0109,0.659126
493.0333,0.602386
493.0556,0.552422
493.078,0.508117
493.1003,0.469249
493.1451,0.404703
493.1898,0.355035
493.2345,0.316766
493.2792,0.287222
493.3298,0.261664
493.3804,0.242249
493.431,0.22725
493.4815,0.215442
493.5826,0.198006
493.6837,0.185564
493.7849,0.175971
493.886,0.168182
494.0882,0.155977
494.2905,0.146646
494.4927,0.139177
494.8972,0.127729
495.3017,0.119144
495.7062,0.11239
496.5152,0.102421
497.3864,0.095167
498.2576,0.090052
499.1288,0.086693
500,0.084829
500.59,0.084408
501.2169,0.084813
501.8437,0.08617
502.4705,0.088689
503.0973,0.09272
503.7241,0.098815
504.3509,0.107853
504.6643,0.114026
504.9777,0.121738
505.2911,0.131447
505.6045,0.143828
505.8626,0.156722
506.1207,0.172898
506.3788,0.193551
506.6369,0.220558
506.766,0.237331
506.895,0.256935
507.0241,0.280096
507.1531,0.307702
507.2822,0.341066
507.4112,0.381951
507.5403,0.433134
507.6693,0.498914
507.7431,0.545896
507.8168,0.602374
507.8906,0.67211
507.9643,0.760534
508.0104,0.829145
508.0565,0.91156
508.1026,1.011871
508.1487,1.135454
508.1948,1.289303
508.2409,1.482403
508.287,1.726139
508.333,2.033944
508.3561,2.218147
508.3791,2.424469
508.4022,2.657416
508.4252,2.917893
508.4483,3.211325
508.4713,3.538526
508.4944,3.905922
508.5174,4.314074
508.5405,4.770462
508.5635,5.27517
508.5866,5.836741
508.6096,6.454491
508.6557,7.885405
508.7017,9.596046
508.7501,11.73215
508.7985,14.23799
508.8469,17.12742
508.8953,20.39854
508.9437,24.03
508.9921,27.978
509.0889,36.52728
509.1903,45.62324
509.2916,53.60659
509.3423,56.76806
509.393,59.17331
509.4427,60.68646
509.4924,61.29175
509.5,61.30188
509.5267,61.16321
509.5534,60.75528
509.6067,59.16171
509.6695,56.06073
509.7322,51.86054
509.8407,42.85222
509.9491,33.06171
510.0461,24.80952
510.0946,21.10527
510.1431,17.75536
510.1916,14.78546
510.2401,12.20104
510.2886,9.990959
510.3371,8.131594
510.3614,7.322028
510.3856,6.590805
510.4099,5.927128
510.4341,5.331628
510.4584,4.794506
510.4826,4.315384
510.5069,3.885588
510.5311,3.504128
510.5554,3.163499
510.5796,2.862403
510.6039,2.594481
510.6281,2.358352
510.6524,2.148728
510.6766,1.964287
510.7009,1.800711
510.7251,1.656824
510.7736,1.416703
510.8221,1.228414
510.8706,1.079712
510.9191,0.961094
510.9676,0.8653
511.0161,0.786846
511.0646,0.721633
511.1131,0.666617
511.1616,0.619542
511.2101,0.578739
511.3071,0.511289
511.4041,0.457569
511.5011,0.413631
511.5981,0.376994
511.6951,0.345998
511.7921,0.319472
511.8891,0.296552
512.0831,0.25907
512.2771,0.229886
512.4711,0.206689
512.6651,0.187943
512.9276,0.167822
513.1901,0.152129
513.4526,0.139642
513.715,0.129527
513.9775,0.121214
514.24,0.114324
514.7649,0.103739
515.2899,0.096224
515.8148,0.090796
516.3398,0.08674
516.8647,0.083756
517.9603,0.080026
519.0558,0.078653
520.197,0.079174
521.3382,0.081067
522.4794,0.084456
523.6206,0.089382
524.7618,0.096424
525.903,0.106186
526.4736,0.112464
527.0442,0.120002
527.6148,0.129126
528.1853,0.140402
528.5733,0.149886
528.9613,0.161367
529.3493,0.175585
529.7373,0.193755
530.1253,0.217949
530.3193,0.233443
530.5133,0.25227
530.7073,0.275766
530.9013,0.306076
530.9983,0.324869
531.0953,0.34703
531.1923,0.373716
531.2893,0.406785
531.3578,0.435613
531.4262,0.470839
531.4947,0.51519
531.5631,0.572461
531.6088,0.62074
531.6544,0.679569
531.7001,0.752201
531.7457,0.842071
531.7914,0.954236
531.837,1.093864
531.8827,1.268352
531.9283,1.484856
531.974,1.753405
532.0196,2.0829
532.0653,2.485689
532.1109,2.971307
532.1566,3.553119
532.2022,4.239008
532.2479,5.040839
532.2935,5.961399
532.3363,6.937442
532.3791,8.020651
532.4219,9.205528
532.4647,10.48187
532.5503,13.24283
532.6359,16.12149
532.7272,19.03947
532.8185,21.46178
532.8798,22.6452
532.941,23.37945
533,23.61804
533.0478,23.462
533.0955,23.00089
533.1584,21.96045
533.2213,20.49693
533.3261,17.39102
533.4309,13.90326
533.5357,10.51573
533.5881,8.974484
533.6404,7.576811
533.6928,6.332893
533.7452,5.251118
533.7976,4.328737
533.8499,3.557963
533.8884,3.078512
533.9268,2.667633
533.9652,2.31734
534.0036,2.020894
534.0421,1.771099
534.0805,1.562958
534.1189,1.389933
534.1573,1.246718
534.1958,1.1283
534.2342,1.031129
534.2726,0.951273
534.311,0.885668
534.3494,0.831733
534.3878,0.787317
534.4646,0.720278
534.5415,0.673919
534.6183,0.64147
534.6952,0.618447
534.772,0.602131
534.9257,0.583075
535.0793,0.576332
535.3028,0.581433
535.6102,0.609835
535.9175,0.659134
536.2248,0.72941
536.5321,0.823915
536.8395,0.94914
536.9932,1.026379
537.1468,1.115656
537.3005,1.219459
537.4541,1.340728
537.6078,1.483677
537.7614,1.653546
537.9151,1.857912
538.0688,2.106788
538.2225,2.414393
538.2993,2.596188
538.3761,2.801044
538.453,3.033505
538.5298,3.29826
538.6067,3.602711
538.6835,3.954645
538.7604,4.366082
538.8372,4.85037
538.914,5.42681
538.9908,6.11993
539.0747,7.04817
539.1166,7.594318
539.1585,8.205879
539.2004,8.891864
539.2423,9.662292
539.2842,10.52817
539.3261,11.50145
539.368,12.59487
539.4099,13.8218
539.4518,15.19593
539.4937,16.73091
539.5356,18.43983
539.5775,20.33469
539.6194,22.42565
539.6613,24.72029
539.7172,28.10538
539.7731,31.85751
539.829,35.95714
539.8848,40.35636
540.1083,59.46879
540.2063,67.25449
540.3042,73.5671
540.4021,77.69028
540.5,79.11582
540.5528,78.68613
540.6055,77.43198
540.7109,72.66527
540.8163,65.49035
540.9217,56.84062
541.0457,46.09937
541.1696,36.00704
541.2316,31.47847
541.2936,27.37968
541.3556,23.73355
541.4175,20.543
541.4662,18.33572
541.5149,16.37832
541.5636,14.65176
541.6123,13.13524
541.661,11.80731
541.7097,10.6468
541.7584,9.633533
541.807,8.750445
541.8557,7.976853
541.9044,7.299434
541.9531,6.704734
542.0018,6.18104
542.0992,5.307715
542.1965,4.615743
542.2939,4.057384
542.3913,3.600293
542.4887,3.220737
542.5861,2.901551
542.6835,2.630147
542.7809,2.397145
542.8783,2.19543
542.9756,2.019685
543.1704,1.72893
543.3651,1.500212
543.5599,1.316848
543.7546,1.16776
543.9405,1.049931
544.1264,0.950865
544.3123,0.866774
544.4982,0.794836
544.6841,0.732931
544.87,0.679426
545.2418,0.59271
545.6136,0.527144
545.9854,0.477948
546.3572,0.442308
546.729,0.419013
547.0123,0.409784
547.2956,0.409085
547.5789,0.419386
547.7206,0.430125
547.8622,0.445944
548.0039,0.46858
548.1455,0.500756
548.2871,0.547189
548.3579,0.578188
548.4287,0.616423
548.5305,0.688825
548.5814,0.735403
548.6323,0.791069
548.6832,0.857924
548.7341,0.93852
548.785,1.035903
548.8359,1.15365
548.8868,1.295865
548.9377,1.467144
548.9886,1.672476
549.0395,1.917076
549.0904,2.206146
549.1413,2.544537
549.1922,2.936349
549.2431,3.384444
549.2918,3.866903
549.3405,4.400943
549.4379,5.608102
549.6326,8.315879
549.7388,9.682646
549.7919,10.25715
549.845,10.72792
549.9225,11.18918
550,11.3461
550.065,11.23137
550.13,10.8992
550.195,10.37124
550.2599,9.681964
550.4041,7.783263
550.5483,5.767657
550.6172,4.879053
550.686,4.077926
550.7548,3.37689
550.8236,2.780255
550.8925,2.284072
550.9269,2.071745
550.9613,1.881185
550.9957,1.710861
551.0301,1.559173
551.0645,1.4245
551.0989,1.305243
551.1481,1.158401
551.1973,1.035677
551.2465,0.933222
551.2956,0.847798
551.3448,0.77613
551.3939,0.716033
551.4431,0.665187
551.4922,0.622094
551.5906,0.553422
551.6889,0.501925
551.7872,0.462224
551.8855,0.43091
551.9839,0.405741
552.0822,0.385285
552.2788,0.354661
552.4754,0.333895
552.672,0.32023
552.8818,0.311726
553.0915,0.308472
553.3013,0.309969
553.511,0.316149
553.7208,0.327336
553.9305,0.344254
554.1403,0.368178
554.35,0.401101
554.5598,0.446303
554.6647,0.475068
554.7695,0.509148
554.9072,0.564335
555.0449,0.635535
555.1138,0.679276
555.1826,0.730012
555.2514,0.789572
555.3202,0.860376
555.3891,0.945893
555.4579,1.050507
555.5267,1.180746
555.5955,1.345445
555.6644,1.556958
555.6988,1.684832
555.7332,1.830681
555.7676,1.997251
555.802,2.187624
555.8364,2.405221
555.8708,2.6538
555.9053,2.938321
555.9397,3.261514
555.9741,3.628759
556.0085,4.044831
556.0429,4.514577
556.0773,5.042802
556.1117,5.634118
556.1461,6.292782
556.1805,7.022505
556.2149,7.826247
556.2837,9.662542
556.3525,11.80188
556.4213,14.21866
556.4935,16.9909
556.5656,19.89742
556.7098,25.53217
556.7968,28.3418
556.8837,30.33753
556.9419,31.10346
557,31.36037
557.0505,31.1601
557.1009,30.57544
557.1514,29.62784
557.2018,28.35863
557.3049,24.96935
557.408,20.93894
557.5026,17.11684
557.5971,13.52213
557.6444,11.88135
557.6917,10.37144
557.739,9.00243
557.7862,7.780525
557.8314,6.74409
557.8765,5.835362
557.9216,5.04437
557.9667,4.361772
558.0118,3.777158
558.0569,3.279682
558.102,2.858574
558.1471,2.503526
558.1923,2.204354
558.2374,1.95369
558.2825,1.743118
558.3276,1.565941
558.3727,1.416421
558.4178,1.289714
558.4629,1.181775
558.508,1.089264
558.594,0.946156
558.6799,0.835493
558.7659,0.747536
558.8518,0.676187
558.9378,0.617041
559.0237,0.567334
559.1096,0.52496
559.1955,0.488447
559.3674,0.42888
559.5393,0.382657
559.7112,0.346032
559.883,0.316544
560.0377,0.294652
560.1924,0.276238
560.5018,0.247352
560.8112,0.226305
561.1205,0.21099
561.4299,0.200088
561.7393,0.192813
562.0487,0.188754
562.358,0.187819
562.633,0.1898
562.908,0.194893
563.183,0.203941
563.458,0.218471
563.5955,0.228605
563.733,0.241369
563.8705,0.257614
564.008,0.278664
564.1455,0.306768
564.2143,0.324678
564.283,0.346191
564.3518,0.372654
564.4205,0.405896
564.4893,0.448862
564.558,0.505643
564.6182,0.571583
564.6483,0.612031
564.6784,0.658617
564.7085,0.71237
564.7386,0.774468
564.7687,0.846247
564.7987,0.928919
564.8288,1.024717
564.8589,1.135253
564.889,1.262577
564.919,1.4084
564.9491,1.576087
564.9792,1.76773
565.0093,1.986
565.0393,2.23278
565.0694,2.512507
565.0995,2.827193
565.1296,3.179541
565.1596,3.570727
565.1897,4.005656
565.2198,4.485065
565.2799,5.580954
565.3401,6.867297
565.4002,8.333354
565.4604,9.963071
565.5205,11.71398
565.6323,15.10649
565.744,18.26373
565.8085,19.7695
565.8729,20.91851
565.9239,21.52477
565.9749,21.83278
566,21.87012
566.0084,21.86559
566.0325,21.8053
566.0565,21.67611
566.1045,21.21655
566.1682,20.22192
566.2318,18.85397
566.344,15.80325
566.4562,12.40819
566.5684,9.163897
566.6245,7.711575
566.6806,6.408586
566.7367,5.267098
566.7928,4.289033
566.8489,3.468136
566.877,3.112387
566.905,2.792229
566.935,2.484861
566.9649,2.212612
566.9948,1.97167
567.0247,1.759304
567.0547,1.572247
567.0846,1.409144
567.1145,1.266858
567.1444,1.143067
567.1744,1.035276
567.2043,0.942215
567.2342,0.861691
567.2641,0.792075
567.2941,0.731723
567.324,0.679742
567.3838,0.595829
567.4437,0.532563
567.5035,0.484565
567.5634,0.447577
567.6232,0.418783
567.6831,0.395999
567.7429,0.377839
567.8626,0.351485
567.9524,0.338209
568.0422,0.329292
568.132,0.324233
568.2217,0.322934
568.3714,0.330135
568.4462,0.339306
568.521,0.353597
568.5958,0.374772
568.6706,0.405404
568.7454,0.449116
568.7828,0.477355
568.8202,0.510814
568.8595,0.552517
568.8988,0.601995
568.9381,0.660431
568.9774,0.7291
569.0167,0.80934
569.056,0.902518
569.0953,1.00999
569.1345,1.132708
569.1738,1.27245
569.2131,1.429873
569.2524,1.605641
569.2916,1.799531
569.3702,2.243036
569.4487,2.751369
569.5909,3.773787
569.733,4.757349
569.8153,5.212711
569.8975,5.52671
569.9488,5.635995
570,5.67256
570.0815,5.578643
570.1629,5.308819
570.2535,4.836586
570.344,4.239935
570.5251,2.93
570.6156,2.328426
570.6609,2.057266
570.7061,1.809928
570.7665,1.517457
570.8269,1.268533
570.8873,1.061083
570.9476,0.891713
571.008,0.755302
571.0683,0.647394
571.1287,0.562787
571.189,0.497291
571.2494,0.446752
571.3097,0.408016
571.3701,0.37824
571.4304,0.355372
571.4908,0.337667
571.5511,0.323921
571.6718,0.304668
571.8529,0.288486
572.0339,0.280949
572.1999,0.278709
572.3659,0.279673
572.6979,0.288971
573.0299,0.306628
573.3618,0.332518
573.6938,0.367818
574.0257,0.414915
574.1917,0.444077
574.3577,0.477867
574.5237,0.517183
574.6896,0.563146
574.931,0.645158
575.1121,0.722065
575.2932,0.816721
575.4743,0.935199
575.6553,1.086412
575.7459,1.178507
575.8364,1.284526
575.927,1.407926
576.0175,1.552749
576.1081,1.725241
576.1986,1.933346
576.2891,2.189194
576.3796,2.51025
576.4249,2.703067
576.4702,2.922715
576.5155,3.174315
576.5607,3.463344
576.606,3.798424
576.6512,4.186756
576.6965,4.640271
576.7417,5.168777
576.787,5.788165
576.8323,6.512649
576.8776,7.359146
576.9228,8.343628
576.9681,9.489753
577.0133,10.81217
577.0586,12.33619
577.1038,14.07324
577.1529,16.22338
577.2019,18.65691
577.251,21.39155
577.3,24.41437
577.3491,27.72428
577.3981,31.28101
577.4961,38.97356
577.6395,50.61766
577.7112,55.98113
577.7828,60.59908
577.8371,63.41883
577.8914,65.52115
577.9457,66.81754
578,67.25222
578.0731,66.44923
578.1462,64.11833
578.2193,60.43875
578.2923,55.68917
578.3751,49.41772
578.4578,42.69921
578.5405,35.99254
578.6232,29.67638
578.6947,24.73636
578.7661,20.39054
578.8375,16.66864
578.9089,13.5591
578.9446,12.22051
578.9803,11.01577
579.016,9.93598
579.0517,8.971699
579.0874,8.113256
579.1231,7.351013
579.1588,6.675567
579.1945,6.077917
579.2303,5.54819
579.266,5.081443
579.3017,4.668866
579.3374,4.303885
579.4088,3.6937
579.4802,3.211046
579.5516,2.825065
579.623,2.512371
579.6944,2.255517
579.7658,2.041601
579.8373,1.86088
579.9087,1.706818
579.9801,1.573907
580.0515,1.458202
580.1943,1.267024
580.3371,1.116249
580.4725,1.000728
580.6078,0.905601
580.7431,0.826349
580.8784,0.759739
581.0138,0.703314
581.1491,0.655327
581.4197,0.579263
581.6904,0.523726
581.961,0.484082
582.2316,0.457523
582.5022,0.442627
582.7428,0.438958
582.9233,0.442484
583.1037,0.452055
583.2841,0.468716
583.4645,0.494135
583.6449,0.530967
583.8253,0.583519
583.9155,0.617802
584.0057,0.65915
584.0959,0.7095
584.1861,0.771639
584.2989,0.872423
584.3553,0.935992
584.4117,1.01132
584.4681,1.101497
584.5245,1.210538
584.5809,1.34362
584.6372,1.507015
584.6936,1.709575
584.75,1.961257
584.8064,2.274402
584.8628,2.663545
584.9192,3.145295
584.9756,3.737971
585.032,4.460904
585.0883,5.331667
585.1447,6.371051
585.2011,7.591972
585.2575,9.003198
585.3138,10.60264
585.3702,12.38686
585.4266,14.33213
585.5393,18.5518
585.6596,23.11589
585.7198,25.20986
585.7799,27.04664
585.8737,29.19622
585.9206,29.86859
585.9675,30.23993
586,30.31364
586.0479,30.14543
586.0957,29.65485
586.1914,27.78285
586.2988,24.55169
586.4061,20.61472
586.5058,16.78672
586.6054,13.1705
586.6553,11.5192
586.7051,10.00567
586.7549,8.637479
586.8047,7.418726
586.8546,6.345704
586.9044,5.416394
586.9542,4.61882
587.004,3.9411
587.0539,3.369128
587.1037,2.891796
587.1535,2.494818
587.2033,2.165977
587.2532,1.893686
587.303,1.66921
587.3528,1.483475
587.4026,1.329297
587.4525,1.200453
587.5023,1.092535
587.5521,1.001273
587.6019,0.923463
587.6556,0.851707
587.7093,0.790108
587.8166,0.690078
587.9239,0.61227
588.0312,0.549982
588.1386,0.498938
588.2459,0.456447
588.3532,0.42054
588.4605,0.38985
588.6752,0.340279
588.8898,0.302198
589.1045,0.272155
589.3191,0.247993
589.5798,0.224471
589.8404,0.205728
590.1011,0.190563
590.3617,0.178163
590.6224,0.167908
590.883,0.159338
591.4043,0.145992
591.9256,0.136472
592.4469,0.129818
592.9682,0.125421
593.4894,0.122931
593.98,0.122179
594.5013,0.123052
595.0226,0.125768
595.5439,0.130615
596.0652,0.138101
596.5865,0.149015
597.1078,0.164677
597.3685,0.175012
597.6291,0.187577
597.8898,0.202958
598.1504,0.221939
598.3957,0.244093
598.641,0.271745
598.8863,0.306818
599.1316,0.352246
599.3003,0.391817
599.469,0.440689
599.6377,0.502143
599.8063,0.581094
599.8907,0.629517
599.975,0.685616
600.0593,0.751371
600.1436,0.829416
600.228,0.923544
600.3123,1.038738
600.3966,1.182521
600.4809,1.365491
600.5269,1.487005
600.5729,1.627675
600.6189,1.791213
600.6649,1.981985
600.7109,2.205075
600.7569,2.466315
600.8029,2.772303
600.8489,3.130366
600.8949,3.548473
600.9409,4.03509
600.9869,4.598944
601.0329,5.248709
601.0789,5.992599
601.1249,6.837877
601.1709,7.79028
601.2168,8.850967
601.2628,10.02534
601.3088,11.30857
601.4008,14.17036
601.4928,17.32744
601.5847,20.59146
601.7074,24.68323
601.7687,26.42194
601.83,27.84605
601.915,29.17053
602,29.62464
602.0612,29.38307
602.1224,28.67735
602.1836,27.54471
602.2447,26.04595
602.3194,23.82218
602.3941,21.31121
602.5435,16.03632
602.6089,13.83452
602.6742,11.79445
602.7396,9.949599
602.8049,8.326638
602.8703,6.925525
602.9356,5.742767
603.001,4.75795
603.0663,3.951892
603.1224,3.382155
603.1784,2.910105
603.2344,2.519816
603.2904,2.197759
603.3464,1.931966
603.4024,1.71213
603.4584,1.529567
603.5144,1.377098
603.5705,1.248669
603.6265,1.140029
603.6825,1.047183
603.7385,0.967164
603.8505,0.836738
603.9625,0.735327
604.0652,0.66055
604.1679,0.598756
604.2706,0.547002
604.3733,0.503203
604.476,0.465843
604.5787,0.433797
604.7841,0.382473
604.9895,0.344753
605.1949,0.318755
605.2976,0.310495
605.4003,0.306435
605.503,0.308499
605.6057,0.320332
605.6804,0.338592
605.7177,0.352
605.755,0.369025
605.7994,0.394959
605.8437,0.428238
605.8881,0.470541
605.9324,0.523386
605.9768,0.588891
606.0211,0.668756
606.0655,0.765402
606.1098,0.880423
606.1542,1.016241
606.1985,1.173885
606.2429,1.355305
606.2872,1.560366
606.3316,1.789965
606.3759,2.042186
606.4646,2.608165
606.5019,2.865215
606.6327,3.799271
606.6981,4.246245
606.7634,4.64646
606.8241,4.955703
606.8848,5.186517
606.9331,5.304908
606.9813,5.36029
607,5.364343
607.0063,5.363496
607.0288,5.351381
607.0512,5.325299
607.096,5.232122
607.1466,5.064596
607.1971,4.838146
607.2982,4.244437
607.3993,3.537671
607.5142,2.711166
607.5716,2.322256
607.629,1.962889
607.6864,1.639441
607.7438,1.355351
607.8012,1.111468
607.8586,0.906534
607.9069,0.762238
607.9551,0.641526
608.0034,0.54136
608.0516,0.459513
608.0999,0.393029
608.1481,0.339715
608.1963,0.297169
608.2445,0.263396
608.2928,0.236621
608.341,0.215499
608.3893,0.198733
608.4375,0.185415
608.4858,0.174709
608.534,0.166048
608.6304,0.153004
608.7269,0.143659
608.8234,0.136554
609.0163,0.126121
609.2093,0.118491
609.4022,0.112505
609.6595,0.106179
609.9168,0.101151
610.4313,0.093546
610.9459,0.087946
611.4604,0.083648
612.4895,0.077548
613.5186,0.073596
614.5477,0.070814
615.5768,0.068923
617.6349,0.066961
618.811,0.066657
620.9427,0.067203
623.0744,0.068989
625.2061,0.072058
627.3377,0.076635
629.4694,0.082926
630.5353,0.087171
631.6011,0.092324
632.667,0.098661
633.7328,0.106589
634.7986,0.116705
635.8644,0.129737
636.7465,0.144231
637.6286,0.163616
638.0697,0.175928
638.5107,0.190619
638.9517,0.208341
639.3927,0.229995
639.7419,0.250944
640.091,0.276444
640.4402,0.307955
640.7893,0.34753
641.1385,0.39829
641.3131,0.42926
641.4876,0.464994
641.6622,0.506642
641.8368,0.555654
642.0114,0.613996
642.1859,0.684277
642.3513,0.765248
642.5167,0.864632
642.6821,0.98876
642.7648,1.062896
642.8475,1.147127
642.9302,1.243487
643.0129,1.354565
643.0956,1.483682
643.1783,1.635123
643.261,1.814436
643.3437,2.028796
643.4264,2.287423
643.509,2.601615
643.555,2.806049
643.6009,3.034662
643.6469,3.291675
643.6928,3.579478
643.7388,3.903099
643.7847,4.265108
643.8306,4.670272
643.8765,5.122726
643.9225,5.627663
643.9684,6.186662
644.0144,6.805487
644.0603,7.484075
644.1522,9.031802
644.244,10.82549
644.3451,13.05133
644.4462,15.45564
644.6483,20.209
644.7363,21.95062
644.8242,23.30444
644.9121,24.16414
645,24.45759
645.0572,24.33039
645.1143,23.95733
645.2285,22.53603
645.3428,20.38785
645.457,17.78961
645.599,14.36182
645.7409,11.14569
645.8119,9.711708
645.8828,8.423325
645.9538,7.283534
646.0247,6.293618
646.0868,5.54194
