Energy [eV],W Capture [b]
2.41E+03,7.072663
2.41E+03,6.132057
2.41E+03,5.296121
2.41E+03,4.561479
2.41E+03,3.927605
2.41E+03,3.508009
2.41E+03,3.141186
2.41E+03,2.822991
2.41E+03,2.548839
2.41E+03,2.313955
2.41E+03,2.113586
2.41E+03,1.943167
2.41E+03,1.799903
2.41E+03,1.676767
2.41E+03,1.572026
2.41E+03,1.482658
2.41E+03,1.406063
2.41E+03,1.340042
2.41E+03,1.282756
2.42E+03,1.189031
2.42E+03,1.114773
2.42E+03,1.054572
2.42E+03,1.004533
2.42E+03,0.962323
2.42E+03,0.925769
2.42E+03,0.893934
2.42E+03,0.841304
2.42E+03,0.797054
2.42E+03,0.761692
2.42E+03,0.732744
2.42E+03,0.708834
2.42E+03,0.688778
2.42E+03,0.671911
2.42E+03,0.657579
2.42E+03,0.645283
2.42E+03,0.625176
2.42E+03,0.609417
2.42E+03,0.596885
2.42E+03,0.586864
2.42E+03,0.578815
2.42E+03,0.572383
2.43E+03,0.562205
2.43E+03,0.55435
2.43E+03,0.548753
2.43E+03,0.54477
2.43E+03,0.542047
2.44E+03,0.537099
2.44E+03,0.535927
2.44E+03,0.535425
2.44E+03,0.535086
2.44E+03,0.540054
2.45E+03,0.543709
2.45E+03,0.547301
2.45E+03,0.552095
2.45E+03,0.558042
2.45E+03,0.566539
2.45E+03,0.572261
2.45E+03,0.579228
2.45E+03,0.587686
2.45E+03,0.598
2.45E+03,0.610905
2.45E+03,0.62749
2.45E+03,0.649409
2.45E+03,0.663128
2.45E+03,0.679208
2.45E+03,0.698428
2.45E+03,0.721619
2.45E+03,0.750061
2.46E+03,0.785671
2.46E+03,0.831439
2.46E+03,0.859666
2.46E+03,0.892185
2.46E+03,0.930657
2.46E+03,0.975821
2.46E+03,1.029745
2.46E+03,1.094656
2.46E+03,1.15505
2.46E+03,1.225512
2.46E+03,1.307912
2.46E+03,1.404396
2.46E+03,1.517392
2.46E+03,1.649593
2.46E+03,1.803936
2.46E+03,1.983543
2.46E+03,2.191649
2.46E+03,2.428666
2.46E+03,2.702924
2.46E+03,3.014752
2.46E+03,3.366419
2.46E+03,3.759463
2.46E+03,4.194454
2.46E+03,4.670768
2.46E+03,5.186364
2.46E+03,5.731379
2.46E+03,6.689095
2.46E+03,7.693638
2.46E+03,9.650811
2.46E+03,10.40949
2.46E+03,11.03987
2.46E+03,11.51375
2.46E+03,11.80409
2.46E+03,11.89428
2.46E+03,11.8838
2.46E+03,11.73213
2.46E+03,11.41079
2.46E+03,10.93557
2.46E+03,10.32978
2.46E+03,9.319587
2.46E+03,8.195603
2.46E+03,5.929027
2.46E+03,4.912313
2.46E+03,4.024548
2.46E+03,3.631819
2.46E+03,3.279596
2.46E+03,2.958796
2.46E+03,2.675614
2.46E+03,2.421411
2.46E+03,2.199941
2.46E+03,2.003439
2.46E+03,1.833967
2.46E+03,1.684878
2.46E+03,1.557176
2.46E+03,1.446626
2.46E+03,1.35104
2.46E+03,1.232242
2.46E+03,1.137109
2.46E+03,1.059901
2.46E+03,0.996815
2.46E+03,0.944819
2.46E+03,0.901536
2.46E+03,0.865123
2.46E+03,0.834159
2.46E+03,0.807356
2.46E+03,0.784302
2.46E+03,0.746319
2.46E+03,0.716356
2.46E+03,0.692149
2.46E+03,0.672144
2.46E+03,0.655493
2.46E+03,0.641398
2.46E+03,0.629349
2.47E+03,0.609924
2.47E+03,0.595179
2.47E+03,0.583694
2.47E+03,0.574609
2.47E+03,0.567291
2.47E+03,0.561325
2.47E+03,0.551806
2.47E+03,0.544283
2.47E+03,0.537515
2.47E+03,0.532582
2.47E+03,0.528996
2.47E+03,0.526277
2.48E+03,0.522787
2.48E+03,0.519978
2.48E+03,0.517992
2.49E+03,0.516514
2.49E+03,0.517082
2.49E+03,0.518224
2.50E+03,0.521425
2.50E+03,0.523269
2.50E+03,0.525897
2.50E+03,0.529147
2.50E+03,0.533498
2.50E+03,0.539779
2.50E+03,0.544184
2.50E+03,0.549758
2.50E+03,0.556912
2.50E+03,0.566304
2.51E+03,0.572224
2.51E+03,0.579206
2.51E+03,0.587583
2.51E+03,0.597796
2.51E+03,0.610578
2.51E+03,0.626943
2.51E+03,0.637052
2.51E+03,0.648918
2.51E+03,0.663062
2.51E+03,0.680203
2.51E+03,0.701528
2.51E+03,0.728049
2.51E+03,0.761761
2.51E+03,0.805112
2.51E+03,0.831368
2.51E+03,0.861303
2.51E+03,0.895457
2.51E+03,0.934436
2.51E+03,0.978915
2.51E+03,1.029633
2.51E+03,1.087403
2.51E+03,1.153104
2.51E+03,1.257444
2.51E+03,1.380951
2.51E+03,1.526371
2.51E+03,1.694316
2.51E+03,1.891769
2.51E+03,2.11959
2.51E+03,2.38034
2.51E+03,2.672392
2.51E+03,3.004615
2.51E+03,3.374603
2.51E+03,3.782466
2.51E+03,4.221637
2.51E+03,5.205183
2.51E+03,6.293133
2.51E+03,8.166551
2.51E+03,9.052816
2.51E+03,9.8325
2.51E+03,10.42842
2.51E+03,10.86341
2.51E+03,11.0914
2.51E+03,11.16737
2.51E+03,11.16467
2.51E+03,11.12618
2.51E+03,11.04257
2.51E+03,10.74504
2.51E+03,10.07604
2.51E+03,9.17401
2.51E+03,8.109311
2.51E+03,6.980894
2.51E+03,5.854991
2.51E+03,4.809809
2.51E+03,4.082395
2.51E+03,3.442258
2.51E+03,2.888224
2.51E+03,2.419711
2.51E+03,2.213025
2.51E+03,2.029082
2.51E+03,1.8634
2.51E+03,1.714838
2.51E+03,1.582193
2.51E+03,1.46423
2.51E+03,1.359709
2.51E+03,1.26741
2.51E+03,1.184922
2.51E+03,1.11372
2.51E+03,1.051343
2.51E+03,0.996796
2.51E+03,0.949162
2.51E+03,0.907602
2.51E+03,0.871356
2.51E+03,0.839739
2.51E+03,0.812142
2.51E+03,0.788024
2.51E+03,0.748382
2.51E+03,0.717688
2.51E+03,0.693599
2.51E+03,0.676923
2.51E+03,0.663121
2.51E+03,0.641406
2.51E+03,0.62509
2.51E+03,0.612346
2.51E+03,0.602055
2.51E+03,0.593652
2.51E+03,0.580755
2.52E+03,0.571441
2.52E+03,0.564555
2.52E+03,0.559357
2.52E+03,0.555431
2.52E+03,0.550495
2.52E+03,0.548386
2.52E+03,0.547979
2.52E+03,0.549137
2.52E+03,0.552424
2.52E+03,0.557569
2.52E+03,0.565299
2.52E+03,0.57077
2.52E+03,0.577663
2.52E+03,0.586341
2.52E+03,0.597274
2.52E+03,0.611385
2.53E+03,0.630098
2.53E+03,0.641953
2.53E+03,0.656067
2.53E+03,0.673138
2.53E+03,0.694104
2.53E+03,0.720812
2.53E+03,0.755954
2.53E+03,0.778071
2.53E+03,0.804323
2.53E+03,0.835876
2.53E+03,0.873868
2.53E+03,0.919068
2.53E+03,0.974099
2.53E+03,1.042099
2.53E+03,1.126458
2.53E+03,1.231283
2.53E+03,1.36144
2.53E+03,1.522565
2.53E+03,1.721008
2.53E+03,1.963699
2.53E+03,2.257914
2.53E+03,2.610937
2.53E+03,3.029592
2.53E+03,3.519682
2.53E+03,4.085321
2.53E+03,4.728225
2.53E+03,5.447003
2.53E+03,6.699706
2.53E+03,8.073043
2.53E+03,10.93098
2.53E+03,12.48869
2.53E+03,13.65823
2.53E+03,14.17419
2.53E+03,14.35111
2.53E+03,14.34848
2.53E+03,14.32164
2.53E+03,14.26765
2.53E+03,14.07588
2.53E+03,13.38738
2.53E+03,12.07973
2.53E+03,10.44068
2.53E+03,6.779075
2.53E+03,5.951817
2.53E+03,5.189933
2.53E+03,4.501161
2.53E+03,3.889163
2.53E+03,3.440437
2.53E+03,3.043144
2.53E+03,2.694801
2.53E+03,2.392141
2.53E+03,2.131377
2.53E+03,1.908433
2.53E+03,1.719138
2.53E+03,1.561073
2.53E+03,1.426686
2.53E+03,1.314333
2.53E+03,1.220703
2.53E+03,1.143656
2.53E+03,1.078834
2.53E+03,1.024978
2.53E+03,0.980181
2.53E+03,0.94323
2.53E+03,0.911945
2.53E+03,0.885694
2.53E+03,0.844867
2.53E+03,0.815433
2.53E+03,0.794065
2.53E+03,0.778336
2.53E+03,0.767047
2.53E+03,0.754265
2.53E+03,0.751995
2.54E+03,0.759836
2.54E+03,0.778268
2.54E+03,0.792119
2.54E+03,0.80961
2.54E+03,0.831705
2.54E+03,0.859431
2.54E+03,0.894393
2.54E+03,0.938648
2.54E+03,0.996066
2.54E+03,1.071357
2.54E+03,1.11808
2.54E+03,1.171569
2.54E+03,1.233598
2.54E+03,1.305677
2.54E+03,1.390531
2.54E+03,1.488298
2.54E+03,1.60337
2.54E+03,1.73567
2.54E+03,1.890751
2.54E+03,2.067974
2.54E+03,2.274055
2.54E+03,2.507244
2.54E+03,2.775252
2.54E+03,3.074468
2.54E+03,3.413203
2.54E+03,3.785106
2.54E+03,4.19848
2.54E+03,4.643384
2.54E+03,5.121929
2.54E+03,5.630567
2.54E+03,6.557357
2.54E+03,7.515761
2.54E+03,9.358848
2.54E+03,9.970942
2.54E+03,10.48372
2.54E+03,10.87395
2.54E+03,11.1218
2.54E+03,11.2205
2.54E+03,11.20876
2.54E+03,10.979
2.54E+03,10.47904
2.54E+03,9.747061
2.54E+03,8.85236
2.54E+03,7.493335
2.54E+03,6.122676
2.54E+03,4.862504
2.54E+03,4.297954
2.54E+03,3.791165
2.54E+03,3.270747
2.54E+03,2.823208
2.54E+03,2.444584
2.54E+03,2.130945
2.54E+03,1.870061
2.54E+03,1.656816
2.54E+03,1.483579
2.54E+03,1.344283
2.54E+03,1.230554
2.54E+03,1.138274
2.54E+03,1.06302
2.54E+03,1.001644
2.54E+03,0.95035
2.54E+03,0.907423
2.54E+03,0.871124
2.54E+03,0.840332
2.54E+03,0.796054
2.54E+03,0.761002
2.54E+03,0.732483
2.54E+03,0.708856
2.54E+03,0.688914
2.55E+03,0.672038
2.55E+03,0.645005
2.55E+03,0.624427
2.55E+03,0.6084
2.55E+03,0.595567
2.55E+03,0.58509
2.55E+03,0.576415
2.55E+03,0.569218
2.55E+03,0.558196
2.55E+03,0.550325
2.55E+03,0.544256
2.55E+03,0.539504
2.55E+03,0.535976
2.55E+03,0.533395
2.55E+03,0.531725
2.56E+03,0.529667
2.56E+03,0.528535
2.56E+03,0.529826
2.56E+03,0.531948
2.56E+03,0.535607
2.56E+03,0.53861
2.56E+03,0.542528
2.57E+03,0.547578
2.57E+03,0.55381
2.57E+03,0.56181
2.57E+03,0.572735
2.57E+03,0.579691
2.57E+03,0.587908
2.57E+03,0.597666
2.57E+03,0.609364
2.57E+03,0.623605
2.57E+03,0.641284
2.57E+03,0.663711
2.57E+03,0.692747
2.57E+03,0.72611
2.57E+03,0.746638
2.57E+03,0.77034
2.57E+03,0.798302
2.57E+03,0.83132
2.57E+03,0.871037
2.57E+03,0.919518
2.57E+03,0.979988
2.57E+03,1.055709
2.57E+03,1.100991
2.57E+03,1.15227
2.57E+03,1.210473
2.57E+03,1.276649
2.57E+03,1.352862
2.57E+03,1.438742
2.57E+03,1.536476
2.57E+03,1.647566
2.57E+03,1.773575
2.57E+03,1.916101
2.57E+03,2.076717
2.57E+03,2.256911
2.57E+03,2.529892
2.57E+03,2.842439
2.57E+03,3.19579
2.57E+03,3.589562
2.57E+03,4.02135
2.57E+03,4.486377
2.57E+03,5.484044
2.58E+03,7.094816
2.58E+03,7.740702
2.58E+03,8.184135
2.58E+03,8.33447
2.58E+03,8.385395
2.58E+03,8.372277
2.58E+03,8.200757
2.58E+03,7.844489
2.58E+03,7.333478
2.58E+03,6.712341
2.58E+03,5.603747
2.58E+03,4.497638
2.58E+03,3.985187
2.58E+03,3.514243
2.58E+03,3.090768
2.58E+03,2.717264
2.58E+03,2.309639
2.58E+03,2.133908
2.58E+03,1.978085
2.58E+03,1.83725
2.58E+03,1.713358
2.58E+03,1.602119
2.58E+03,1.504775
2.58E+03,1.417712
2.58E+03,1.341719
2.58E+03,1.21458
2.58E+03,1.115214
2.58E+03,1.037049
2.58E+03,0.974968
2.58E+03,0.925095
2.58E+03,0.884542
2.58E+03,0.85118
2.58E+03,0.823444
2.58E+03,0.800176
2.58E+03,0.763911
2.58E+03,0.740051
2.58E+03,0.722063
2.58E+03,0.708633
2.58E+03,0.698869
2.58E+03,0.692165
2.58E+03,0.688126
2.58E+03,0.687223
2.58E+03,0.691777
2.58E+03,0.700682
2.58E+03,0.714609
2.58E+03,0.734633
2.58E+03,0.762756
2.59E+03,0.780742
2.59E+03,0.801923
2.59E+03,0.827225
2.59E+03,0.857346
2.59E+03,0.893882
2.59E+03,0.938246
2.59E+03,0.993375
2.59E+03,1.062593
2.59E+03,1.150849
2.59E+03,1.264369
2.59E+03,1.334232
2.59E+03,1.413522
2.59E+03,1.504457
2.59E+03,1.608791
2.59E+03,1.729709
2.59E+03,1.866904
2.59E+03,2.023618
2.59E+03,2.201999
2.59E+03,2.515818
2.59E+03,2.889501
2.59E+03,3.327124
2.59E+03,3.829467
2.59E+03,4.392745
2.59E+03,5.007502
2.59E+03,6.321853
2.59E+03,7.184859
2.59E+03,7.944795
2.59E+03,8.523874
2.59E+03,8.857096
2.59E+03,8.92181
2.59E+03,8.778241
2.59E+03,8.366714
2.59E+03,7.733908
2.59E+03,6.9513
2.59E+03,4.762433
2.59E+03,4.256103
2.59E+03,3.791726
2.59E+03,3.367068
2.59E+03,2.99102
2.59E+03,2.544043
2.59E+03,2.17978
2.59E+03,2.023995
2.59E+03,1.88624
2.59E+03,1.761942
2.59E+03,1.65254
2.59E+03,1.554151
2.59E+03,1.466791
2.59E+03,1.321056
2.59E+03,1.20561
2.59E+03,1.113504
2.59E+03,1.038901
2.59E+03,0.978452
2.59E+03,0.928545
2.59E+03,0.886835
2.59E+03,0.851388
2.59E+03,0.82129
2.59E+03,0.772784
2.60E+03,0.732615
2.60E+03,0.701888
2.60E+03,0.677748
2.60E+03,0.658531
2.60E+03,0.642907
2.60E+03,0.630127
2.60E+03,0.619556
2.60E+03,0.610852
2.60E+03,0.597827
2.60E+03,0.589443
2.60E+03,0.584875
2.60E+03,0.583958
2.60E+03,0.586052
2.60E+03,0.591295
2.60E+03,0.595513
2.60E+03,0.601209
2.60E+03,0.608938
2.60E+03,0.619644
2.60E+03,0.635341
2.60E+03,0.646252
2.60E+03,0.660201
2.60E+03,0.678738
2.60E+03,0.703603
2.60E+03,0.719419
2.60E+03,0.737773
2.60E+03,0.759718
2.60E+03,0.785294
2.60E+03,0.815948
2.60E+03,0.852227
2.60E+03,0.895119
2.60E+03,0.944994
2.60E+03,1.004438
2.60E+03,1.074175
2.60E+03,1.155662
2.60E+03,1.249072
2.60E+03,1.358558
2.61E+03,1.484574
2.61E+03,1.628749
2.61E+03,1.790293
2.61E+03,1.975053
2.61E+03,2.179243
2.61E+03,2.409422
2.61E+03,2.659985
2.61E+03,3.223002
2.61E+03,3.868151
2.61E+03,4.591428
2.61E+03,5.360169
2.61E+03,6.750896
2.61E+03,7.397392
2.61E+03,7.962162
2.61E+03,8.369281
2.61E+03,8.677141
2.61E+03,8.931906
2.61E+03,8.945194
2.61E+03,8.943546
2.61E+03,8.912603
2.61E+03,8.842926
2.61E+03,8.591969
2.61E+03,8.138698
2.61E+03,7.544604
2.61E+03,6.636399
2.61E+03,5.655033
2.61E+03,4.680258
2.61E+03,3.779537
2.61E+03,3.354418
2.61E+03,2.969648
2.61E+03,2.61896
2.61E+03,2.31034
2.61E+03,2.036435
2.61E+03,1.801388
2.61E+03,1.599691
2.61E+03,1.428464
2.61E+03,1.283141
2.61E+03,1.163538
2.61E+03,1.063814
2.61E+03,0.983031
2.61E+03,0.916593
2.61E+03,0.863384
2.61E+03,0.820422
2.61E+03,0.78581
2.61E+03,0.757677
2.61E+03,0.735275
2.61E+03,0.717004
2.61E+03,0.70236
2.61E+03,0.68053
2.61E+03,0.66574
2.61E+03,0.65533
2.61E+03,0.647927
2.61E+03,0.63873
2.61E+03,0.634162
2.61E+03,0.633588
2.61E+03,0.636712
2.61E+03,0.643398
2.61E+03,0.653671
2.61E+03,0.667824
2.61E+03,0.686608
2.61E+03,0.711095
2.62E+03,0.743279
2.62E+03,0.763128
2.62E+03,0.786045
2.62E+03,0.828038
2.62E+03,0.88195
2.62E+03,0.914827
2.62E+03,0.952735
2.62E+03,0.996773
2.62E+03,1.048031
2.62E+03,1.108923
2.62E+03,1.181546
2.62E+03,1.268967
2.62E+03,1.374446
2.62E+03,1.435982
2.62E+03,1.504145
2.62E+03,1.579735
2.62E+03,1.663633
2.62E+03,1.756788
2.62E+03,1.860219
2.62E+03,1.974999
2.62E+03,2.100702
2.62E+03,2.337818
2.62E+03,2.615901
2.62E+03,2.939234
2.62E+03,3.30823
2.62E+03,3.729602
2.62E+03,4.196488
2.62E+03,4.711486
2.62E+03,5.259754
2.62E+03,6.41689
2.62E+03,7.536485
2.62E+03,8.44585
2.62E+03,8.768006
2.62E+03,8.978736
2.62E+03,9.06942
2.62E+03,9.045928
2.62E+03,8.901983
2.62E+03,8.636822
2.62E+03,8.261074
2.62E+03,7.799157
2.62E+03,6.69648
2.62E+03,5.513903
2.62E+03,4.696662
2.62E+03,3.962361
2.62E+03,3.325101
2.62E+03,3.046565
2.62E+03,2.796693
2.62E+03,2.569631
2.62E+03,2.366513
2.62E+03,2.185641
2.62E+03,2.026609
2.62E+03,1.884419
2.62E+03,1.759937
2.62E+03,1.64892
2.62E+03,1.551808
2.62E+03,1.427851
2.62E+03,1.324835
2.62E+03,1.238178
2.62E+03,1.164834
2.62E+03,1.10233
2.62E+03,1.048679
2.62E+03,1.002291
2.63E+03,0.961902
2.63E+03,0.895088
2.63E+03,0.84275
2.63E+03,0.800778
2.63E+03,0.766569
2.63E+03,0.738226
2.63E+03,0.714621
2.63E+03,0.694677
2.63E+03,0.677656
2.63E+03,0.65028
2.63E+03,0.62945
2.63E+03,0.61733
2.63E+03,0.607263
2.63E+03,0.591806
2.63E+03,0.580757
2.63E+03,0.572545
2.63E+03,0.566575
2.63E+03,0.562405
2.63E+03,0.5597
2.64E+03,0.558208
2.64E+03,0.557949
2.64E+03,0.559851
2.64E+03,0.563897
2.64E+03,0.570274
2.64E+03,0.577681
2.64E+03,0.587355
2.64E+03,0.5997
2.65E+03,0.615619
2.65E+03,0.636659
2.65E+03,0.664478
2.65E+03,0.681594
2.65E+03,0.701114
2.65E+03,0.723307
2.65E+03,1.073626
2.65E+03,1.073677
2.65E+03,1.073829
2.65E+03,1.073931
2.65E+03,1.074185
2.65E+03,1.074696
2.65E+03,1.07567
2.65E+03,1.077638
2.65E+03,1.08171
2.65E+03,1.090151
2.65E+03,1.108659
2.65E+03,1.129556
2.65E+03,1.153076
2.65E+03,1.1773
2.65E+03,1.204302
2.65E+03,1.234392
2.65E+03,1.267955
2.65E+03,1.305462
2.65E+03,1.347484
2.65E+03,1.394697
2.65E+03,1.447894
2.65E+03,1.507999
2.65E+03,1.576076
2.65E+03,1.65334
2.65E+03,1.741148
2.65E+03,1.840974
2.66E+03,1.954357
2.66E+03,2.082795
2.66E+03,2.22703
2.66E+03,2.469035
2.66E+03,2.746562
2.66E+03,3.052226
2.66E+03,3.368714
2.66E+03,3.671027
2.66E+03,3.923765
2.66E+03,4.093297
2.66E+03,4.152435
2.66E+03,4.117807
2.66E+03,4.018696
2.66E+03,3.864798
2.66E+03,3.668257
2.66E+03,3.445246
2.66E+03,2.973102
2.66E+03,2.535897
2.66E+03,2.343716
2.66E+03,2.17265
2.66E+03,2.021255
2.66E+03,1.889201
2.66E+03,1.773785
2.66E+03,1.673756
2.66E+03,1.586754
2.66E+03,1.510979
2.66E+03,1.404293
2.67E+03,1.318937
2.67E+03,1.249744
2.67E+03,1.19325
2.67E+03,1.146348
2.67E+03,1.107092
2.67E+03,1.073814
2.67E+03,1.045527
2.67E+03,1.021239
2.67E+03,1.000328
2.67E+03,0.982138
2.67E+03,0.966282
2.67E+03,0.940069
2.67E+03,0.919644
2.67E+03,0.907509
2.67E+03,0.89693
2.68E+03,0.879617
2.68E+03,0.866282
2.68E+03,0.855799
2.68E+03,0.847549
2.68E+03,0.841016
2.68E+03,0.835129
2.68E+03,0.830256
2.69E+03,0.822563
2.69E+03,0.816857
2.70E+03,0.809068
2.70E+03,0.805905
2.70E+03,0.803539
2.71E+03,0.801265
2.71E+03,0.799679
2.72E+03,0.794041
2.75E+03,0.789944
2.75E+03,0.790071
2.75E+03,0.790699
2.76E+03,0.792101
2.76E+03,0.793243
2.76E+03,0.795277
2.76E+03,0.799715
2.76E+03,0.802603
2.77E+03,0.807508
2.77E+03,0.810458
2.77E+03,0.814217
2.77E+03,0.81934
2.77E+03,0.82546
2.77E+03,0.832226
2.77E+03,0.84064
2.77E+03,0.846088
2.77E+03,0.852605
2.77E+03,0.860386
2.77E+03,0.86978
2.77E+03,0.881445
2.77E+03,0.896296
2.77E+03,0.915826
2.77E+03,0.928069
2.77E+03,0.942588
2.77E+03,0.960222
2.78E+03,0.981971
2.78E+03,0.994954
2.78E+03,1.009752
2.78E+03,1.026783
2.78E+03,1.046579
2.78E+03,1.069827
2.78E+03,1.083009
2.78E+03,1.097398
2.78E+03,1.113139
2.78E+03,1.130395
2.78E+03,1.149349
2.78E+03,1.170204
2.78E+03,1.193184
2.78E+03,1.218537
2.78E+03,1.246537
2.78E+03,1.277485
2.78E+03,1.311707
2.78E+03,1.349557
2.78E+03,1.391419
2.78E+03,1.437704
2.78E+03,1.491788
2.78E+03,1.550734
2.78E+03,1.615971
2.78E+03,1.688068
2.78E+03,1.811133
2.78E+03,1.95322
2.78E+03,2.116405
2.78E+03,2.3027
2.78E+03,2.513966
2.78E+03,2.751808
2.78E+03,3.017465
2.78E+03,3.308102
2.78E+03,3.630701
2.78E+03,3.981431
2.78E+03,4.358879
2.78E+03,4.760708
2.78E+03,5.623233
2.78E+03,6.525207
2.78E+03,7.783747
2.78E+03,8.840048
2.78E+03,9.385412
2.78E+03,9.67488
2.78E+03,9.714942
2.78E+03,9.710958
2.78E+03,9.638309
2.78E+03,9.476676
2.78E+03,8.910552
2.78E+03,8.371257
2.78E+03,7.740978
2.78E+03,6.337957
2.78E+03,5.302202
2.78E+03,4.354805
2.78E+03,3.926201
2.78E+03,3.534402
2.78E+03,3.181125
2.78E+03,2.869608
2.78E+03,2.592658
2.78E+03,2.351776
2.78E+03,2.144442
2.78E+03,1.969318
2.78E+03,1.819696
2.78E+03,1.694239
2.78E+03,1.589774
2.78E+03,1.504095
2.78E+03,1.450654
2.78E+03,1.404383
2.78E+03,1.33034
2.78E+03,1.275257
2.78E+03,1.234467
2.78E+03,1.204226
2.78E+03,1.182275
2.78E+03,1.166433
2.78E+03,1.155306
2.78E+03,1.144326
2.78E+03,1.141574
2.78E+03,1.145187
2.78E+03,1.154257
2.78E+03,1.168407
2.78E+03,1.187618
2.78E+03,1.212144
2.78E+03,1.242486
2.79E+03,1.279396
2.79E+03,1.323904
2.79E+03,1.37736
2.79E+03,1.441496
2.79E+03,1.518504
2.79E+03,1.611108
2.79E+03,1.72261
2.79E+03,1.856869
2.79E+03,2.009167
2.79E+03,2.189453
2.79E+03,2.400892
2.79E+03,2.644284
2.79E+03,2.921256
2.79E+03,3.225739
2.79E+03,3.884606
2.79E+03,4.30863
2.79E+03,4.663365
2.79E+03,4.900601
2.79E+03,4.983337
2.79E+03,4.954627
2.79E+03,4.875166
2.79E+03,4.748926
2.79E+03,4.383689
2.79E+03,3.9211
2.79E+03,3.431376
2.79E+03,2.965872
2.79E+03,2.559548
2.79E+03,2.38194
2.79E+03,2.222064
2.79E+03,2.079255
2.79E+03,1.953084
2.79E+03,1.836016
2.79E+03,1.733768
2.79E+03,1.644025
2.79E+03,1.565228
2.79E+03,1.495944
2.79E+03,1.434893
2.79E+03,1.333127
2.79E+03,1.252422
2.80E+03,1.187836
2.80E+03,1.135253
2.80E+03,1.091899
2.80E+03,1.05568
2.80E+03,1.02532
2.80E+03,0.999596
2.80E+03,0.977632
2.80E+03,0.958669
2.80E+03,0.94223
2.80E+03,0.915042
2.80E+03,0.899828
2.80E+03,0.886802
2.80E+03,0.875586
2.80E+03,0.86587
2.80E+03,0.849964
2.80E+03,0.837629
2.80E+03,0.827974
2.80E+03,0.820223
2.81E+03,0.813591
2.81E+03,0.808024
2.81E+03,0.799353
2.81E+03,0.793024
2.81E+03,0.788499
2.82E+03,0.784573
2.82E+03,0.78128
2.82E+03,0.778836
2.82E+03,0.776607
2.82E+03,0.775059
2.83E+03,0.769964
2.85E+03,0.768176
2.85E+03,0.768466
2.85E+03,0.769243
2.85E+03,0.77125
2.86E+03,0.772745
2.86E+03,0.7751
2.86E+03,0.780805
2.86E+03,0.784477
2.86E+03,0.790089
2.86E+03,0.797841
2.86E+03,0.802961
2.86E+03,0.809444
2.86E+03,0.817791
2.87E+03,0.828712
2.87E+03,0.84338
2.87E+03,0.852778
2.87E+03,0.86414
2.87E+03,0.878448
2.87E+03,0.897296
2.87E+03,0.909441
2.87E+03,0.924258
2.87E+03,0.942783
2.87E+03,0.966324
2.87E+03,0.997302
2.87E+03,1.016406
2.87E+03,1.038509
2.87E+03,1.064142
2.87E+03,1.093913
2.87E+03,1.128512
2.87E+03,1.168132
2.87E+03,1.214713
2.87E+03,1.268705
2.87E+03,1.331141
2.87E+03,1.403131
2.87E+03,1.485848
2.87E+03,1.580507
2.87E+03,1.688345
2.87E+03,1.80884
2.87E+03,1.907668
2.87E+03,2.013155
2.87E+03,2.129678
2.87E+03,2.253268
2.87E+03,2.531759
2.87E+03,2.847052
2.87E+03,3.205363
2.87E+03,3.598652
2.87E+03,4.031079
2.87E+03,4.489275
2.87E+03,5.196843
2.87E+03,5.920826
2.87E+03,6.622768
2.87E+03,7.259688
2.87E+03,7.761384
2.87E+03,8.132643
2.87E+03,8.324026
2.87E+03,8.406437
2.87E+03,8.409431
2.87E+03,8.409428
2.87E+03,8.392253
2.87E+03,8.350007
2.87E+03,8.194449
2.87E+03,7.765932
2.87E+03,7.157239
2.87E+03,6.205915
2.87E+03,5.199482
2.87E+03,4.255465
2.87E+03,3.833583
2.87E+03,3.459758
2.87E+03,3.076805
2.87E+03,2.768039
2.87E+03,2.528614
2.87E+03,2.359556
2.87E+03,2.266745
2.87E+03,2.218176
2.87E+03,2.211477
2.87E+03,2.244181
2.87E+03,2.31534
2.87E+03,2.423795
2.87E+03,2.568926
2.87E+03,2.748648
2.87E+03,2.965876
2.87E+03,3.218735
2.87E+03,3.506319
2.87E+03,3.824034
2.87E+03,4.17487
2.87E+03,4.548869
2.87E+03,5.356971
2.88E+03,6.689744
2.88E+03,7.275109
2.88E+03,7.741089
2.88E+03,8.069923
2.88E+03,8.179969
2.88E+03,8.165406
2.88E+03,7.97556
2.88E+03,7.586435
2.88E+03,7.035366
2.88E+03,6.372571
2.88E+03,4.201544
2.88E+03,3.722283
2.88E+03,3.290611
2.88E+03,2.910163
2.88E+03,2.58114
2.88E+03,2.313251
2.88E+03,2.087778
2.88E+03,1.898351
2.88E+03,1.740305
2.88E+03,1.608171
2.88E+03,1.499454
2.88E+03,1.409256
2.88E+03,1.334213
2.88E+03,1.27108
2.88E+03,1.218389
2.88E+03,1.173753
2.88E+03,1.135642
2.88E+03,1.102625
2.88E+03,1.074197
2.88E+03,1.027466
2.88E+03,0.990682
2.88E+03,0.961276
2.88E+03,0.93716
2.88E+03,0.91722
2.88E+03,0.900393
2.88E+03,0.886123
2.88E+03,0.873804
2.88E+03,0.863143
2.88E+03,0.849984
2.88E+03,0.839037
2.88E+03,0.829839
2.88E+03,0.822065
2.89E+03,0.809745
2.89E+03,0.80028
2.89E+03,0.792665
2.89E+03,0.786601
2.89E+03,0.781777
2.89E+03,0.777971
2.89E+03,0.772147
2.89E+03,0.767234
2.89E+03,0.764118
2.90E+03,0.761874
